Q3_Q1_diff,above_threshold,amplitude,anderson_darling_t,autocorr_len,beyond_1std,con,flux_ratio_mid20,flux_ratio_mid35,flux_ratio_mid50,flux_ratio_mid65,flux_ratio_mid80,gskew,identifier,linear_trend,lomb_scargle_fit,lomb_scargle_period,max_slope,mean_mag,mean_spacing,mean_var,median_abs_dev,median_buffer_range_percent,n_epochs,peak_mag,percent_amplitude,percent_diff_flux_percentile,psi_cumulative_sum,psi_eta,range_cumulative_sum,skew,std_dev,stetson_k,structure_func_21,structure_func_31,structure_func_32,type
0.15517499999999984,3.9755499999999984,13.408550000000002,0.9999999981843417,1,0.125,0.0,0.0013445194467204306,0.003334829457498668,0.008833014612399001,0.018189862425833012,0.47349227541701033,-26.062600000000003,NSVS 11232104,1.6499692657158278,0.9999999999972867,78.59339796858174,0.2924684045786462,12.7977875,-0.14240174148497836,0.6856795567213155,0.054400000000001114,0.875,8,-10.4154,1.6499692657158278,1.0963006530645354,0.3306653562499181,2.63448187897887,0.3306653562499181,-2.266312673960716,8.775181260013593,0.5022992788140509,1.7761980751225288,2.5582216109894653,1.4438006951194144,varstar
0.08060000000000045,5.2104,13.251249999999999,0.9999999999775031,1,0.1111111111111111,0.0,0.0016579615337898052,0.0032620768848354983,0.005046514336233125,0.008585335555636222,0.34062969980127,-26.167900000000003,V* V2473 Cyg,1.7806566776653865,1.0,0.18596177845793055,0.3264776052625213,11.87808888888889,-3.858450294996146,0.6972357035338325,0.04640000000000022,0.8888888888888888,9,-11.5456,1.7806566776653865,1.0799088548709903,0.31425818124268223,1.2674173803013231,0.31425818124268207,-2.4745240169654688,8.281827663081843,0.3899328850918332,1.0515196726982021,1.0576111776098647,1.0060348210561814,varstar
0.03157500000000013,5.6583000000000006,0.05275000000000052,0.23789066318929875,1,0.3333333333333333,0.0,0.0605381165919266,0.20725896860985552,0.35397982062780436,0.5431614349775675,0.8172645739910389,-0.017899999999997362,TYC 1684-1149-1,0.004302139913678301,1.0,2.256337154763522,0.040415655449477166,14.338233333333335,-13.763656644057482,0.0022927252841918816,0.020150000000000112,0.3333333333333333,6,14.28,0.004302139913678301,0.006219625288494387,0.3871728720373558,1.3326016236757336,0.3520214283953481,-0.40680286889905903,0.03287363009397618,0.7658121299662258,1.8970323090647812,2.6518976079609926,1.4069546019708785,star
0.031075000000001296,6.036249999999999,0.05449999999999999,0.7013439874112932,1,0.25,0.0,0.08880522644225369,0.19693278706676426,0.34409257003654625,0.5341877975860856,0.793046174288534,0.049900000000000944,2MASS J15380549-1510543,0.0056897323426729615,1.0,0.02796334906294942,-0.009762983851586145,13.97335,-1.1651395442895591,0.002334691238533117,0.015500000000000291,0.375,8,13.9342,0.0056897323426729615,0.006467460388506119,0.37894511578093465,2.0634265902285196,0.26763717226793143,1.002157385801905,0.03262345781795673,0.7630930324486788,1.9071950025108313,2.692747002848961,1.4191466026930826,star
0.034900000000000375,5.931550000000001,0.04589999999999961,0.39392854724918186,1,0.375,0.0,0.10741653894849641,0.31591923768909846,0.46511627906977404,0.5490770973545684,0.7765709335643429,-0.02729999999999677,RAVE J153712.6-150945,0.004232875689930163,0.9999999999999921,0.41122572151396203,-0.007653775179897847,14.0609875,-1.1651395442895591,0.0019321621633396468,0.021549999999999514,0.375,8,14.0089,0.004232875689930163,0.005333565531384037,0.419897200378927,1.039074395065092,0.419897200378927,-0.4807889125708758,0.027168108026691732,0.8803623792626368,1.7342863330135914,2.2478729916443094,1.3227807919307135,star
0.020949999999999136,5.5029,0.03080000000000016,0.3994040738144094,1,0.14285714285714285,0.0,0.1568551510456824,0.2758520526723664,0.40569326103794606,0.5355344694035257,0.8071262587141806,-0.01279999999999859,UCAC2 27310051,0.002566030447468828,1.0,0.32920170769825374,-0.002563888385345439,14.497085714285715,-1.3533847983150433,0.00131608108202052,0.008099999999998886,0.14285714285714285,7,14.4599,0.002566030447468828,0.003562091728690498,0.3350135093737807,2.5754038599827536,0.33501350937378066,-0.5952753237832629,0.019079340253001367,0.8192586085187287,1.4001004080889854,1.4997706985057087,1.1354477477586884,star
0.023099999999999454,5.6907,0.07635000000000058,0.9995918759178245,1,0.14285714285714285,0.0,0.09145232527930913,0.15718368407380584,0.20005196154845217,0.2429202390231139,0.6775785918420393,0.10269999999999868,UCAC2 27310040,0.008924266036773343,1.0,0.18677809488611252,-0.003612177725166247,14.320057142857143,-1.359329468337819,0.003428798628423316,0.014900000000000801,0.5714285714285714,7,14.2843,0.008924266036773343,0.008069577128161294,0.3402427887261104,1.1602929500485704,0.3402427887261104,1.8102226400675545,0.04910059229037208,0.7166513224448603,1.053844752469789,0.8958666986379556,0.9088044060232774,star
0.023900000000001143,5.80565,0.06255000000000077,0.9534462261626657,1,0.25,0.0,0.058274111675138164,0.12329949238578808,0.24263959390863768,0.4217258883248799,0.7299492385786641,0.06320000000000192,2MASS J15375134-1508299,0.0066329208452659575,1.0,48.93586086016148,-0.011682742642583665,14.203074999999998,-1.1651395442895591,0.0025653525061961947,0.01780000000000026,0.375,8,14.1634,0.0066329208452659575,0.00693938080997026,0.3092760667675845,1.62305138540463,0.3092760667675845,1.3317017305277452,0.036435894046942516,0.6876572749617603,1.8620275301429454,2.573006722765411,1.3934076544828886,star
0.014775000000000205,5.448650000000001,0.02340000000000053,0.4742121288185168,1,0.3333333333333333,0.0,0.06783919597987292,0.21953517587935747,0.37123115577888666,0.5603015075376574,0.8241206030150451,-0.0014999999999965041,UCAC2 25329468,0.0016596398272324413,1.0,0.04638100820994437,-0.0030085433362137992,14.548549999999999,-1.4007064479403197,0.0010297371656519203,0.009400000000000297,0.5,6,14.5272,0.0016596398272324413,0.0027351414129961407,0.3960523995587997,1.207677027212649,0.3960523995587601,0.1996291714556268,0.014981182641345243,0.7612878252844599,1.5926953795373868,1.840475888946823,1.215584344041979,star
0.06429999999999936,2.2103,0.06695000000000029,0.9834737465734902,1,0.3333333333333333,0.0,0.052750875746955354,0.2913661652586149,0.5299814547702452,0.7408819287038699,0.8963527714815714,-0.11189999999999856,USNO-A2.0 0900-12191325,0.006908491992557567,1.0,97.78000636026265,147.4555432344997,17.758816666666664,-9.777687870059163,0.002881500758294314,0.008049999999999002,0.6666666666666666,6,17.6668,0.006908491992557567,0.006819957615923754,0.454783912140832,1.2632436115402885,0.45478391214084357,-0.8783737886945348,0.051172043691409694,0.8585306043979503,1.1605336692638544,1.1681428029480303,1.0301024801084095,varstar
