source_id,ra,dec,jd,mag,mag_err,flux,flux_err,background,obsdate,exptime,filter,target,ccd,mag_limit
387999553,284.275893072901,12.97613269727,2458658.57729035,13.4463,0.0283661,488906.0,1086.11,-1.8346,2019-06-24 01:50:48,120.0,L,allsky-3.7x4.9-0.1-0.1_T1811,ML6094917,19.4828
387999553,284.275895382779,12.9761576605024,2458658.57855259,13.4127,0.029068200000000002,486307.0,1106.48,-1.7801,2019-06-24 01:52:37,60.0,L,allsky-3.7x4.9-0.1-0.1_T1811,ML6094917,19.1478
387999553,284.27579342683,12.976078796015502,2458641.56117042,13.0367,0.021339,615095.0,1116.12,0.4146,2019-06-07 01:27:35,60.0,L,allsky-3.7x4.9-0.1-0.1_T1811,ML6094917,19.4686
387999553,284.275837610023,12.9760462336882,2458641.56028168,13.0252,0.0201419,597136.0,1093.52,-1.6307,2019-06-07 01:26:18,60.0,L,allsky-3.7x4.9-0.1-0.1_T1811,ML6094917,19.5702
387999553,284.275830129713,12.9760454752999,2458641.55953032,13.0444,0.0202446,592091.0,1087.79,-2.6776,2019-06-07 01:25:13,60.0,L,allsky-3.7x4.9-0.1-0.1_T1811,ML6094917,19.5634
387999553,284.275841816598,12.976077204737502,2458628.58409589,13.0249,0.0228663,670196.0,1161.64,-0.109,2019-05-25 02:00:36,120.0,L,allsky-3.7x4.9-0.1-0.1_T1811,ML6094917,19.4929
387999553,284.275820233097,12.976088046428599,2458628.58534344,12.9735,0.0240701,681306.0,1198.18,0.6166,2019-05-25 02:02:24,60.0,L,allsky-3.7x4.9-0.1-0.1_T1811,ML6094917,19.164
